"sort_order","YEAR","MONTH","DAY","SITE","OBSERVER","BUDDY","SIDE","ZONE","LEVEL","TRANSECT","DEPTH_M","DEPTH_FT","VIS_M","SURGE","HEADING","TEMP_C","TEMP_F","SPECIES","SEGMENT","QUANTITY","SIZE..MIN.","SIZE..MAX.","Cntrl.a","Notes"
1930,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"SEME","ALL",3,45,45,NA,NA
1931,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"SEME","ALL",1,50,50,NA,NA
1932,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"AUFL","ALL",80,5,5,NA,NA
1933,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"OPEL","ALL",1,40,40,NA,NA
1934,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"HEDE","ALL",1,40,40,NA,"MALE"
1935,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"HEDE","ALL",2,40,40,NA,NA
1936,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"HEDE","ALL",1,35,35,NA,NA
1937,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"SEPI","ALL",1,4,4,NA,"canary?"
1938,2023,8,1,"Neah Bay","Jameal Samhouri","Emily Bishop","S",10,"BOT",3,NA,29,4.3,"L","120.0",NA,50,"SEPI","ALL",1,6,6,NA,"canary?"
1939,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",1,NA,10,4.4,"L","225.0",NA,50,"SEBYT","ALL",3,5,5,NA,NA
1940,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",1,NA,10,4.4,"L","225.0",NA,50,"RYOY","ALL",1,3,3,NA,"gold colored"
1941,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",1,NA,10,4.4,"L","225.0",NA,50,"AUFL","ALL",85,NA,NA,NA,NA
1942,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",1,NA,10,4.4,"L","225.0",NA,50,"EMLA","ALL",1,37,37,NA,NA
1943,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",1,NA,10,4.4,"L","225.0",NA,50,"HEDE","ALL",3,11,11,NA,NA
1944,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",1,NA,10,4.4,"L","225.0",NA,50,"HEDE","ALL",1,42,42,NA,"FEMALE"
1945,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",1,NA,10,4.4,"L","225.0",NA,50,"HEDE","ALL",1,45,45,NA,"FEMALE"
1946,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",2,NA,11,4.5,"L","180.0",NA,50,"EMLA","ALL",1,32,32,NA,NA
1947,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",3,NA,10,3.5,"L","135.0",NA,50,"EMLA","ALL",1,8,8,NA,NA
1948,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",3,NA,10,3.5,"L","135.0",NA,50,"EMLA","ALL",1,33,33,NA,NA
1949,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",3,NA,10,3.5,"L","135.0",NA,50,"HEDE","ALL",1,22,22,NA,NA
1950,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",3,NA,10,3.5,"L","135.0",NA,50,"RYOY","ALL",2,3,3,NA,"brown colored"
1951,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",4,NA,9,3.7,"L","180.0",NA,50,"AUFL","ALL",2,NA,NA,NA,NA
1952,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",4,NA,9,3.7,"L","180.0",NA,50,"HEDE","ALL",1,11,11,NA,NA
1953,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",4,NA,9,3.7,"L","180.0",NA,50,"HEDE","ALL",1,30,30,NA,"MALE"
1954,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",4,NA,9,3.7,"L","180.0",NA,50,"HEDE","ALL",1,36,36,NA,"FEMALE"
1955,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",4,NA,9,3.7,"L","180.0",NA,50,"HEDE","ALL",1,40,40,NA,"FEMALE"
1956,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",4,NA,9,3.7,"L","180.0",NA,50,"HEDE","ALL",1,42,42,NA,"FEMALE"
1957,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",5,NA,9,3.5,"L","90.0",NA,52,"AUFL","ALL",1,NA,NA,NA,NA
1958,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",5,NA,9,3.5,"L","90.0",NA,52,"HEDE","ALL",1,11,11,NA,NA
1959,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",5,NA,9,3.5,"L","90.0",NA,52,"HEDE","ALL",1,32,32,NA,"MALE"
1960,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",5,NA,9,3.5,"L","90.0",NA,52,"OPEL","ALL",1,46,46,NA,NA
1961,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",6,NA,11,3.5,"L","180.0",NA,50,"AUFL","ALL",2,NA,NA,NA,NA
1962,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",6,NA,11,3.5,"L","180.0",NA,50,"EMLA","ALL",1,7,7,NA,NA
1963,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",6,NA,11,3.5,"L","180.0",NA,50,"HEDE","ALL",1,16,16,NA,NA
1964,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",6,NA,11,3.5,"L","180.0",NA,50,"HEDE","ALL",1,8,8,NA,NA
1965,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",6,NA,11,3.5,"L","180.0",NA,50,"HEDE","ALL",2,26,26,NA,"FEMALE"
1966,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",6,NA,11,3.5,"L","180.0",NA,50,"HEDE","ALL",1,22,22,NA,"FEMALE"
1967,2023,8,1,"Neah Bay","Steve Lonhart","Kelly Andrews","S",5,"BOT",6,NA,11,3.5,"L","180.0",NA,50,"HEDE","ALL",1,32,32,NA,"FEMALE"
1968,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",1,NA,21,3.8,"L","180.0",NA,52,"SEME","ALL",1,25,25,NA,NA
1969,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",1,NA,21,3.8,"L","180.0",NA,52,"HEHE","ALL",1,15,15,NA,NA
1970,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",2,NA,19,3.5,"L","150.0",NA,52,"HEDE","ALL",1,25,25,NA,"FEMALE"
1971,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",2,NA,19,3.5,"L","150.0",NA,52,"HEDE","ALL",1,35,35,NA,"FEMALE"
1972,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",2,NA,19,3.5,"L","150.0",NA,52,"RHVA","ALL",1,10,10,NA,NA
1973,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",2,NA,19,3.5,"L","150.0",NA,52,"SEPI","ALL",4,5,5,NA,NA
1974,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",3,NA,17,3.3,"L","150.0",NA,52,"HEDE","ALL",2,30,30,NA,"FEMALE"
1975,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",3,NA,17,3.3,"L","150.0",NA,52,"HEDE","ALL",1,25,25,NA,"FEMALE"
1976,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",3,NA,17,3.3,"L","150.0",NA,52,"RYOY","ALL",2,3,3,NA,"elongate no markings"
1977,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",4,NA,17,3.2,"L","150.0",NA,50,"RYOY","ALL",2,3,3,NA,"elongate no markings"
1978,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",4,NA,17,3.2,"L","150.0",NA,50,"RHVA","ALL",1,10,10,NA,NA
1979,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",4,NA,17,3.2,"L","150.0",NA,50,"HEDE","ALL",1,40,40,NA,"MALE"
1980,2023,8,1,"Neah Bay","Nick Tolimieri","Emily Bishop","N",5,"BOT",4,NA,17,3.2,"L","150.0",NA,50,"CITH","ALL",2,3,3,NA,NA
1981,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",1,NA,15,2.5,"L","30.0",NA,57,"SEPI","ALL",2,4,4,NA,NA
1982,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",1,NA,15,2.5,"L","30.0",NA,57,"SEME","ALL",1,30,30,NA,NA
1983,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",1,NA,15,2.5,"L","30.0",NA,57,"SEME","ALL",1,35,35,NA,NA
1984,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",2,NA,15,3,"L","30.0",NA,57,"SEPI","ALL",5,5,5,NA,NA
1985,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",2,NA,15,3,"L","30.0",NA,57,"RYOY","ALL",1,3,3,NA,NA
1986,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",2,NA,15,3,"L","30.0",NA,57,"SEME","ALL",1,30,30,NA,NA
1987,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",2,NA,15,3,"L","30.0",NA,57,"SEME","ALL",1,35,35,NA,NA
1988,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",2,NA,15,3,"L","30.0",NA,57,"SEME","ALL",1,40,40,NA,NA
1989,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",2,NA,15,3,"L","30.0",NA,57,"RHVA","ALL",1,20,20,NA,NA
1990,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",2,NA,15,3,"L","30.0",NA,57,"HEDE","ALL",1,30,30,NA,"MALE"
1991,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",3,NA,15,2.6,"L","30.0",NA,52,"RYOY","ALL",1,3,3,NA,NA
1992,2023,7,27,"Cape Johnson","Nick Tolimieri","Jameal Samhouri","S",5,"BOT",4,NA,15,2.9,"L","60.0",NA,54,"HEDE","ALL",1,15,15,NA,"FEMALE"
1993,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"SEBYT","ALL",7,5,5,NA,NA
1994,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"RYOY","ALL",4,3,3,NA,NA
1995,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"SEME","ALL",1,30,30,NA,NA
1996,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"SEME","ALL",2,20,20,NA,NA
1997,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"EMLA","ALL",1,5,5,NA,NA
1998,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"EMLA","ALL",1,7,7,NA,NA
1999,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"EMLA","ALL",1,17,17,NA,NA
2000,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"HEDE","ALL",1,20,20,NA,NA
2001,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"HEDE","ALL",1,35,35,NA,"FEMALE"
2002,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",1,NA,13,2.2,"L","45.0",NA,54,"HEDE","ALL",1,25,25,NA,NA
2003,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"SEBYT","ALL",2,7,7,NA,NA
2004,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"SEME","ALL",3,20,20,NA,NA
2005,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"SEME","ALL",2,30,30,NA,NA
2006,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"SEME","ALL",2,35,35,NA,NA
2007,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"EMLA","ALL",1,10,10,NA,NA
2008,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"EMLA","ALL",1,25,25,NA,NA
2009,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"OPEL","ALL",1,60,60,NA,NA
2010,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"HEDE","ALL",2,10,10,NA,NA
2011,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"HEDE","ALL",1,15,15,NA,NA
2012,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"HEDE","ALL",1,20,20,NA,NA
2013,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",2,NA,13,2.4,"L","45.0",NA,54,"HEDE","ALL",1,35,35,NA,"FEMALE"
2014,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"SEBYT","ALL",2,7,7,NA,NA
2015,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"SEBYT","ALL",1,8,8,NA,NA
2016,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"RYOY","ALL",3,2.5,2.5,NA,NA
2017,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"SEME","ALL",1,25,25,NA,NA
2018,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"SEME","ALL",1,35,35,NA,NA
2019,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"EMLA","ALL",1,10,10,NA,NA
2020,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"EMLA","ALL",1,23,23,NA,NA
2021,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"EMLA","ALL",1,25,25,NA,NA
2022,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",3,NA,12,2,"L","0.0",NA,54,"HEDE","ALL",1,30,30,NA,"FEMALE"
2023,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",4,NA,12,2,"L","0.0",NA,54,"SEBYT","ALL",2,6,6,NA,NA
2024,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",4,NA,12,2,"L","0.0",NA,54,"EMLA","ALL",1,7,7,NA,NA
2025,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",4,NA,12,2,"L","0.0",NA,54,"EMLA","ALL",2,20,20,NA,NA
2026,2023,7,27,"Cape Johnson","Greg Williams","Nick Tolimieri","N",5,"BOT",4,NA,12,2,"L","0.0",NA,54,"EMLA","ALL",1,25,25,NA,NA
2027,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",1,NA,21,2.1,"L","255.0",NA,54,"HEDE","ALL",1,25,25,NA,"MYSIDS"
2028,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",2,NA,21,2.1,"L","270.0",NA,54,"SEBYT","ALL",1,6,6,NA,NA
2029,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",2,NA,21,2.1,"L","270.0",NA,54,"SEME","ALL",3,25,25,NA,NA
2030,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",3,NA,24,2.2,"L","240.0",NA,54,"SEME","ALL",1,30,30,NA,NA
2031,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",3,NA,24,2.2,"L","240.0",NA,54,"SEME","ALL",2,35,35,NA,NA
2032,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",3,NA,24,2.2,"L","240.0",NA,54,"SEMY","ALL",1,8,8,NA,NA
2033,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",4,NA,22,2.3,"L","240.0",NA,54,"SEME","ALL",3,25,25,NA,NA
2034,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",4,NA,22,2.3,"L","240.0",NA,54,"SEME","ALL",1,30,30,NA,NA
2035,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",4,NA,22,2.3,"L","240.0",NA,54,"HEDE","ALL",1,25,25,NA,NA
2036,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",5,NA,20,2.5,"L","240.0",NA,54,"SEBYT","ALL",3,6,6,NA,NA
2037,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",5,NA,20,2.5,"L","240.0",NA,54,"SEME","ALL",3,30,30,NA,NA
2038,2023,7,27,"Cape Johnson","Kelly Andrews","Kinsey Frick","S",10,"BOT",5,NA,20,2.5,"L","240.0",NA,54,"HEDE","ALL",1,20,20,NA,NA
2039,2023,7,27,"Cape Johnson","Jameal Samhouri","Greg Williams","N",10,"BOT",1,NA,19,2.5,"L","330.0",NA,51,"SEBYT","ALL",14,6,6,NA,NA
2040,2023,7,27,"Cape Johnson","Jameal Samhouri","Greg Williams","N",10,"BOT",1,NA,19,2.5,"L","330.0",NA,51,"HEDE","ALL",1,15,15,NA,NA
2041,2023,7,27,"Cape Johnson","Jameal Samhouri","Greg Williams","N",10,"BOT",2,NA,19,2,"L","330.0",NA,52,"SEBYT","ALL",3,6,6,NA,NA
2042,2023,7,27,"Cape Johnson","Jameal Samhouri","Greg Williams","N",10,"BOT",2,NA,19,2,"L","330.0",NA,52,"SEPI","ALL",1,5,5,NA,NA
2043,2023,7,27,"Cape Johnson","Jameal Samhouri","Greg Williams","N",10,"BOT",3,NA,16,2,"L","330.0",NA,51,"SEPI","ALL",3,5,5,NA,NA
2044,2023,7,27,"Cape Johnson","Jameal Samhouri","Greg Williams","N",10,"BOT",3,NA,16,2,"L","330.0",NA,51,"AMHE","ALL",1,10,10,NA,NA
2045,2023,7,27,"Cape Johnson","Jameal Samhouri","Greg Williams","N",10,"BOT",4,NA,16,2,"L","330.0",NA,51,"SEBYT","ALL",2,6,6,NA,NA
2046,2023,7,27,"Cape Johnson","Jameal Samhouri","Greg Williams","N",10,"BOT",4,NA,16,2,"L","330.0",NA,51,"HEDE","ALL",1,17,17,NA,NA
2047,2023,7,28,"Destruction Island","Greg Williams","Steve Lonhart","N",10,"BOT",1,NA,30,1.7,"L",NA,NA,NA,"NO_DATA","ALL",NA,NA,NA,NA,"REEF sheet completed. ABUNDANT YOY blue rockfish, MANY black rockfish"
2048,2023,7,28,"Destruction Island","Greg Williams","Steve Lonhart","N",10,"BOT",2,NA,30,1.7,"L",NA,NA,NA,"NO_DATA","ALL",NA,NA,NA,NA,"REEF sheet completed. ABUNDANT YOY blue rockfish, MANY black rockfish"
2049,2023,7,28,"Destruction Island","Greg Williams","Steve Lonhart","N",10,"BOT",3,NA,30,1.7,"L",NA,NA,NA,"NO_DATA","ALL",NA,NA,NA,NA,"REEF sheet completed. ABUNDANT YOY blue rockfish, MANY black rockfish"
2050,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",1,NA,15,2.1,"L","0.0",NA,57,"SEMY","ALL",3,6,6,NA,NA
2051,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",1,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",12,30,30,NA,NA
2052,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",1,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",8,35,35,NA,NA
2053,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",1,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",9,40,40,NA,NA
2054,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",1,NA,15,2.1,"L","0.0",NA,57,"EMLA","ALL",6,10,10,NA,NA
2055,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",1,NA,15,2.1,"L","0.0",NA,57,"EMLA","ALL",3,15,15,NA,NA
2056,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",1,NA,15,2.1,"L","0.0",NA,57,"EMLA","ALL",2,20,20,NA,NA
2057,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",1,NA,15,2.1,"L","0.0",NA,57,"HEDE","ALL",1,30,30,NA,"female"
2058,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",2,NA,15,2,"L","0.0",NA,57,"SEME","ALL",1,27,27,NA,NA
2059,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",2,NA,15,2,"L","0.0",NA,57,"SEME","ALL",2,40,40,NA,NA
2060,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",2,NA,15,2,"L","0.0",NA,57,"BAITBALL","ALL",10000,NA,NA,NA,"10,000 herring"
2061,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",2,NA,15,2,"L","0.0",NA,57,"EMLA","ALL",1,10,10,NA,NA
2062,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"SEBYT","ALL",4,4,4,NA,NA
2063,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"SEMY","ALL",5,6,6,NA,NA
2064,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",7,30,30,NA,NA
2065,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",1,35,35,NA,NA
2066,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",4,40,40,NA,NA
2067,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",2,45,45,NA,NA
2068,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"EMLA","ALL",1,15,15,NA,NA
2069,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"EMLA","ALL",1,20,20,NA,NA
2070,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"HEDE","ALL",1,20,20,NA,"FEMALE"
2071,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"HEDE","ALL",1,25,25,NA,"FEMALE"
2072,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",3,NA,15,2.1,"L","0.0",NA,57,"HEDE","ALL",1,35,35,NA,"FEMALE"
2073,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",4,NA,15,2.1,"L","0.0",NA,57,"SEMY","ALL",2,5,5,NA,NA
2074,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",4,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",2,20,20,NA,NA
2075,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",4,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",3,30,30,NA,NA
2076,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",4,NA,15,2.1,"L","0.0",NA,57,"SEME","ALL",6,35,35,NA,NA
2077,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",4,NA,15,2.1,"L","0.0",NA,57,"BAITBALL","ALL",10000,NA,NA,NA,"herring"
2078,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",4,NA,15,2.1,"L","0.0",NA,57,"EMLA","ALL",3,20,20,NA,NA
2079,2023,7,28,"Destruction Island","Nick Tolimieri","Kelly Andrews","N",5,"BOT",4,NA,15,2.1,"L","0.0",NA,57,"EMLA","ALL",3,15,15,NA,NA
